Row,Name,Count,crank1,crankx
3514,RAFAELLA ,6,-1740Ê ,Ê:Ê
3514,RAHIMAH ,6,Ê:Ê ,+1084Ê
3514,RAMLA ,6,-354Ê ,-1678Ê
3514,RAPHAELA ,6,+2228Ê ,-1402Ê
3514,RAVEENA ,6,+536Ê ,-1236Ê
3514,REANNA ,6,+536Ê ,-2907Ê
3514,RHIANNE ,6,-627Ê ,-2802Ê
3514,RHONA ,6,Ê:Ê ,-712Ê
3514,RIANNA ,6,-1650Ê ,-3041Ê
3514,RIKKI ,6,Ê:Ê ,Ê:Ê
3514,RINA ,6,-1054Ê ,-1236Ê
3514,ROCHEL ,6,+536Ê ,+211Ê
3514,ROMILY ,6,+2228Ê ,+1084Ê
3514,RONJA ,6,+1225Ê ,+1084Ê
3514,ROSETTA ,6,-1338Ê ,Ê:Ê
3514,RUBIE-ROSE ,6,Ê:Ê ,Ê:Ê
3514,RUBINA ,6,+22Ê ,+1084Ê
3514,RUBY-LEA ,6,-627Ê ,Ê:Ê
3514,RUCHI ,6,+536Ê ,Ê:Ê
3514,RUDY ,6,+1225Ê ,Ê:Ê
3514,RUO ,6,+2228Ê ,Ê:Ê
3514,RUQAIYA ,6,-1054Ê ,+211Ê
3514,RUWAIDA ,6,+2228Ê ,Ê:Ê
3514,RUWEYDA ,6,+536Ê ,-712Ê
3514,SACHI ,6,Ê:Ê ,+1084Ê
3514,SADIE-ROSE ,6,Ê:Ê ,Ê:Ê
3514,SADIYAH ,6,-1054Ê ,-2408Ê
3514,SAFFAH ,6,+1225Ê ,-984Ê
3514,SAFFIA ,6,-1558Ê ,+211Ê
3514,SAI ,6,-354Ê ,-317Ê
3514,SALEM ,6,Ê:Ê ,Ê:Ê
3514,SALONI ,6,+2228Ê ,+1084Ê
3514,SAMAN ,6,+1225Ê ,-1897Ê
3514,SAMAR ,6,-1452Ê ,-2202Ê
3514,SANIKA ,6,+1225Ê ,Ê:Ê
3514,SANNA ,6,+536Ê ,-1799Ê
3514,SANSA ,6,+536Ê ,Ê:Ê
3514,SANYA ,6,+536Ê ,-2131Ê
3514,SAPHIA ,6,-1054Ê ,-1402Ê
3514,SAPHIRA ,6,-354Ê ,+1084Ê
3514,SAPPHIRA ,6,+536Ê ,-1402Ê
3514,SAPPHIRE-ROSE ,6,+536Ê ,Ê:Ê
3514,SARAYA ,6,-1054Ê ,+1084Ê
3514,SAWDA ,6,+1225Ê ,Ê:Ê
3514,SAYEDA ,6,+2228Ê ,-1799Ê
3514,SCARLETT-LOUISE ,6,+22Ê ,Ê:Ê
3514,SCARLOTTE ,6,-865Ê ,Ê:Ê
3514,SEDRA ,6,Ê:Ê ,Ê:Ê
3514,SEHAJ ,6,-627Ê ,Ê:Ê
3514,SEHR ,6,-627Ê ,-984Ê
3514,SEPHORA ,6,+2228Ê ,-1402Ê
3514,SHAH ,6,+536Ê ,-1236Ê
3514,SHANIYAH ,6,-1452Ê ,Ê:Ê
3514,SHAYE ,6,+1225Ê ,-984Ê
3514,SHEENA ,6,+1225Ê ,-1678Ê
3514,SHEINDY ,6,+536Ê ,+211Ê
3514,SHI ,6,-354Ê ,-317Ê
3514,SHIANNE ,6,-1201Ê ,-1979Ê
3514,SHIFRA ,6,+536Ê ,+211Ê
3514,SHIRLEY ,6,Ê:Ê ,-1897Ê
3514,SHREE ,6,+2228Ê ,+211Ê
3514,SIDDHI ,6,+22Ê ,Ê:Ê
3514,SIHAAM ,6,+536Ê ,-1402Ê
3514,SILVA ,6,-865Ê ,Ê:Ê
3514,SILVANA ,6,+536Ê ,Ê:Ê
3514,SIONED ,6,+22Ê ,-2202Ê
3514,SIRI ,6,Ê:Ê ,+1084Ê
3514,SIRINE ,6,-354Ê ,Ê:Ê
3514,SKAISTE ,6,Ê:Ê ,Ê:Ê
3514,SKYLAR-MAI ,6,Ê:Ê ,Ê:Ê
3514,SNOW ,6,-627Ê ,Ê:Ê
3514,SOFFIA ,6,+22Ê ,Ê:Ê
3514,SOFIA-LOUISE ,6,Ê:Ê ,Ê:Ê
3514,SOLIYANA ,6,Ê:Ê ,Ê:Ê
3514,SOMAYA ,6,-354Ê ,-317Ê
3514,SOMMER ,6,+1225Ê ,-1897Ê
3514,SOPHIA-LOUISE ,6,+2228Ê ,Ê:Ê
3514,SOPHIA-MARIE ,6,Ê:Ê ,Ê:Ê
3514,SORREL ,6,+1225Ê ,-712Ê
3514,STACY ,6,+1225Ê ,-2131Ê
3514,SUKHMAN ,6,+1225Ê ,Ê:Ê
3514,SUMMAYA ,6,-1452Ê ,-317Ê
3514,SUMMER-LILY ,6,Ê:Ê ,Ê:Ê
3514,SUNNIE ,6,+2228Ê ,Ê:Ê
3514,SYDNEE ,6,-865Ê ,-1402Ê
3514,TABETHA ,6,-865Ê ,Ê:Ê
3514,TABITA ,6,+536Ê ,Ê:Ê
3514,TAITE ,6,Ê:Ê ,+211Ê
3514,TAJA ,6,Ê:Ê ,Ê:Ê
3514,TALEEN ,6,-1054Ê ,Ê:Ê
3514,TAMAYA ,6,Ê:Ê ,Ê:Ê
3514,TASMIN ,6,+536Ê ,-2356Ê
3514,TAVIA ,6,+2228Ê ,+211Ê
3514,TAYLOR-MAE ,6,-627Ê ,Ê:Ê
3514,TAYYABA ,6,-354Ê ,+211Ê
3514,TEAL ,6,-865Ê ,+211Ê
3514,TEMILAYO ,6,Ê:Ê ,+1084Ê
3514,TENIOLA ,6,+22Ê ,+211Ê
3514,TESNI ,6,+22Ê ,-1562Ê
3514,TEYA ,6,+22Ê ,-1897Ê
3514,TEYANA ,6,+536Ê ,+1084Ê
3514,TIA-MAI ,6,+536Ê ,+1084Ê
3514,TIANNA-MAI ,6,+536Ê ,Ê:Ê
3514,TOOBA ,6,+2228Ê ,+211Ê
3514,TOVA ,6,+536Ê ,+1084Ê
3514,TRUDY ,6,+536Ê ,-1799Ê
3514,TRULY ,6,Ê:Ê ,Ê:Ê
3514,UMAIRAH ,6,+2228Ê ,Ê:Ê
3514,UNAISAH ,6,+536Ê ,-1799Ê
3514,VAKARE ,6,+536Ê ,Ê:Ê
3514,VALENTINE ,6,-865Ê ,+1084Ê
3514,VANYA ,6,-865Ê ,Ê:Ê
3514,VEDIKA ,6,+22Ê ,Ê:Ê
3514,VEGA ,6,+22Ê ,Ê:Ê
3514,VICTOIRE ,6,Ê:Ê ,Ê:Ê
3514,VIOLET-MAY ,6,+1225Ê ,Ê:Ê
3514,VIYA ,6,+2228Ê ,Ê:Ê
3514,VRINDA ,6,+536Ê ,+211Ê
3514,WAJIHA ,6,+22Ê ,+1084Ê
3514,WANDA ,6,+536Ê ,Ê:Ê
3514,WANIA ,6,-627Ê ,+211Ê
3514,WAREESHA ,6,+22Ê ,Ê:Ê
3514,YALDA ,6,+2228Ê ,+1084Ê
3514,ZAFIRA ,6,+536Ê ,Ê:Ê
3514,ZAIDA ,6,+1225Ê ,Ê:Ê
3514,ZAIRA ,6,+2228Ê ,-1236Ê
3514,ZAKIRAH ,6,-865Ê ,+211Ê
3514,ZAYA ,6,+536Ê ,Ê:Ê
3514,ZOJA ,6,+536Ê ,Ê:Ê
3514,ZOLA ,6,-627Ê ,+211Ê
3514,ZYANA ,6,Ê:Ê ,Ê:Ê
4003,AAFIA ,5,-467Ê ,Ê:Ê
4003,AAFREEN ,5,Ê:Ê ,Ê:Ê
4003,AAKIFAH ,5,-843Ê ,-2167Ê
4003,AAMIRAH ,5,+47Ê ,-1725Ê
4003,AANAYA ,5,Ê:Ê ,Ê:Ê
4003,AANIA ,5,+736Ê ,Ê:Ê
4003,AANIYA ,5,+1739Ê ,Ê:Ê
4003,AAVA ,5,Ê:Ê ,Ê:Ê
4003,ABBIE-MAE ,5,+1739Ê ,Ê:Ê
4003,ABEER ,5,-1543Ê ,+595Ê
4003,ABELLA ,5,+1739Ê ,Ê:Ê
4003,ABIRA ,5,Ê:Ê ,Ê:Ê
4003,ABRIELLE ,5,+1739Ê ,Ê:Ê
4003,ABRIL ,5,+736Ê ,-278Ê
4003,ADALYNN ,5,+1739Ê ,Ê:Ê
4003,ADANNA ,5,-843Ê ,-806Ê
4003,ADAORA ,5,+47Ê ,-278Ê
4003,ADELIA ,5,-843Ê ,Ê:Ê
4003,ADHYA ,5,+1739Ê ,Ê:Ê
4003,AEVA ,5,-467Ê ,Ê:Ê
4003,AFIFA ,5,-843Ê ,-1725Ê
4003,AFRA ,5,+47Ê ,-1201Ê
4003,AILISH ,5,-1116Ê ,-2386Ê
4003,AISHANI ,5,-1116Ê ,Ê:Ê
4003,AISOSA ,5,Ê:Ê ,Ê:Ê
4003,AITANA ,5,+736Ê ,Ê:Ê
4003,AIVAH ,5,Ê:Ê ,Ê:Ê
4003,ALANA-ROSE ,5,+1739Ê ,Ê:Ê
4003,ALEENAH ,5,+736Ê ,-278Ê
4003,ALEKSA ,5,+1739Ê ,Ê:Ê
4003,ALICE-MAE ,5,Ê:Ê ,Ê:Ê
4003,ALIESHA ,5,+736Ê ,-2691Ê
4003,ALIN ,5,+1739Ê ,Ê:Ê
4003,ALIZ ,5,+736Ê ,Ê:Ê
4003,ALIZEH ,5,Ê:Ê ,Ê:Ê
4003,ALLEYAH ,5,Ê:Ê ,Ê:Ê
4003,ALLIE ,5,-467Ê ,-2468Ê
4003,ALYZAH ,5,Ê:Ê ,Ê:Ê
4003,AMAIYAH ,5,-843Ê ,Ê:Ê
4003,AMANDEEP ,5,+736Ê ,-2051Ê
4003,AMARACHUKWU ,5,+1739Ê ,Ê:Ê
4003,AMARYLLIS ,5,+1739Ê ,Ê:Ê
4003,AMEERAT ,5,Ê:Ê ,Ê:Ê
4003,AMELIA-ANNE ,5,Ê:Ê ,Ê:Ê
4003,AMELIA-JADE ,5,+47Ê ,Ê:Ê
4003,AMELIA-MARIE ,5,Ê:Ê ,Ê:Ê
4003,AMELYA ,5,Ê:Ê ,+595Ê
4003,AMETHYST ,5,+736Ê ,-278Ê
4003,AMISHA ,5,+47Ê ,-2691Ê
4003,AMRA ,5,-467Ê ,Ê:Ê
4003,ANAND ,5,Ê:Ê ,Ê:Ê
4003,ANARA ,5,+47Ê ,Ê:Ê
4003,ANASTACIA ,5,-843Ê ,-2620Ê
4003,ANDI ,5,+1739Ê ,Ê:Ê
4003,ANDREIA ,5,Ê:Ê ,-806Ê
4003,ANEST ,5,-843Ê ,Ê:Ê
4003,ANETA ,5,-843Ê ,Ê:Ê
4003,ANGEL-MAY ,5,+736Ê ,Ê:Ê
4003,ANGHARAD ,5,-2519Ê ,-3316Ê
4003,ANGIE ,5,+47Ê ,-806Ê
4003,ANH ,5,Ê:Ê ,-806Ê
4003,ANISHKA ,5,-467Ê ,Ê:Ê
4003,ANISIA ,5,+736Ê ,Ê:Ê
4003,ANNA-ROSE ,5,+47Ê ,Ê:Ê
4003,ANNALEISE ,5,+47Ê ,-1473Ê
4003,ANNAM ,5,-843Ê ,-1473Ê
4003,ANNE-MARIE ,5,-1827Ê ,-2897Ê
4003,ANOUSHA ,5,-467Ê ,-1725Ê
4003,ANSHIKA ,5,-843Ê ,Ê:Ê
4003,ANVIKA ,5,+736Ê ,Ê:Ê
4003,ANVITA ,5,+736Ê ,Ê:Ê
4003,ANYAH ,5,+1739Ê ,Ê:Ê
4003,AOIFE-ROSE ,5,-843Ê ,Ê:Ê
4003,ARAFAH ,5,+47Ê ,Ê:Ê
4003,ARDEN ,5,+47Ê ,Ê:Ê
4003,ARELLA ,5,+1739Ê ,Ê:Ê
4003,ARIARNA ,5,Ê:Ê ,Ê:Ê
4003,ARIENNE ,5,+1739Ê ,Ê:Ê
4003,ARZOO ,5,Ê:Ê ,-2691Ê
4003,ASHNI ,5,-467Ê ,-278Ê
4003,ASTA ,5,Ê:Ê ,Ê:Ê
4003,ASTER ,5,-1116Ê ,Ê:Ê
4003,ATIYAH ,5,Ê:Ê ,-278Ê
4003,AUBRIE ,5,-1543Ê ,Ê:Ê
4003,AVA-LILLY ,5,-2364Ê ,Ê:Ê
4003,AVANA ,5,Ê:Ê ,Ê:Ê
4003,AVAYAH ,5,+1739Ê ,Ê:Ê
4003,AVEAH ,5,Ê:Ê ,Ê:Ê
4003,AVEEN ,5,Ê:Ê ,Ê:Ê
4003,AVIKA ,5,Ê:Ê ,Ê:Ê
4003,AXELLE ,5,Ê:Ê ,Ê:Ê
4003,AYALA ,5,-1543Ê ,Ê:Ê
4003,AYSHAH ,5,-1116Ê ,-2468Ê
4003,AZALIA ,5,+736Ê ,Ê:Ê
4003,BAILEIGH ,5,Ê:Ê ,-1201Ê
4003,BAILIE ,5,+736Ê ,-1201Ê
4003,BANI ,5,+47Ê ,Ê:Ê
4003,BAREERAH ,5,+1739Ê ,-1201Ê
4003,BECCA ,5,+736Ê ,-278Ê
4003,BETI ,5,+1739Ê ,Ê:Ê
4003,BHAVYA ,5,-467Ê ,Ê:Ê
4003,BILLIE-LEIGH ,5,Ê:Ê ,+595Ê
4003,BLANCA ,5,-843Ê ,Ê:Ê
4003,BLIMA ,5,Ê:Ê ,Ê:Ê
4003,BRANWEN ,5,-467Ê ,-1473Ê
4003,BRIAR ,5,-1116Ê ,Ê:Ê
4003,BRITTANY ,5,-467Ê ,-2691Ê
4003,BRONAGH ,5,-1116Ê ,-1201Ê
4003,BRYHER ,5,+736Ê ,-1473Ê
4003,CAGLA ,5,Ê:Ê ,-1725Ê
4003,CAILA ,5,+1739Ê ,Ê:Ê
4003,CALLI ,5,-467Ê ,-2051Ê
4003,CAMELIA ,5,+1739Ê ,-278Ê
4003,CAMELLIA ,5,+1739Ê ,Ê:Ê
4003,CAREY ,5,Ê:Ê ,-278Ê
4003,CARMELA ,5,-467Ê ,-278Ê
4003,CARMELLA ,5,Ê:Ê ,-278Ê
4003,CATERINA ,5,-1354Ê ,-2051Ê
4003,CEIRA ,5,+47Ê ,-2167Ê
4003,CHANTAL ,5,Ê:Ê ,-2794Ê
4003,CHARLIE-MAY ,5,+736Ê ,+595Ê
4003,CHAVI ,5,Ê:Ê ,Ê:Ê
4003,CHELSY ,5,+1739Ê ,+595Ê
4003,CHERRIE ,5,-467Ê ,-278Ê
4003,CHESKA ,5,Ê:Ê ,Ê:Ê
4003,CHINA ,5,+736Ê ,-2620Ê
4003,CHLOE-ANN ,5,-467Ê ,-2167Ê
4003,CHLOE-MAE ,5,+47Ê ,+595Ê
4003,CHRISTA ,5,+1739Ê ,-278Ê
4003,CHRISTABELLE ,5,+1739Ê ,-806Ê
4003,CHYANNE ,5,+736Ê ,-278Ê
4003,CIERRA ,5,Ê:Ê ,Ê:Ê
4003,COSETTE ,5,Ê:Ê ,Ê:Ê
4003,CRYSTAL-ROSE ,5,+1739Ê ,Ê:Ê
4003,CYRA ,5,+1739Ê ,-806Ê
4003,DAGMARA ,5,-467Ê ,+595Ê
4003,DAISY-BELLE ,5,Ê:Ê ,Ê:Ê
4003,DAISY-LEA ,5,Ê:Ê ,Ê:Ê
4003,DALYA ,5,Ê:Ê ,+595Ê
4003,DANAE ,5,-467Ê ,-2386Ê
4003,DARBY ,5,+736Ê ,-806Ê
4003,DARCEY-ROSE ,5,-467Ê ,Ê:Ê
4003,DARCIE-MAY ,5,-843Ê ,Ê:Ê
4003,DARCY-ROSE ,5,+1739Ê ,Ê:Ê
4003,DAWN ,5,-843Ê ,-2386Ê
4003,DEFNE ,5,-467Ê ,+595Ê
4003,DEMELZA ,5,+1739Ê ,-1201Ê
4003,DEMI-LEE ,5,-2139Ê ,-3091Ê
4003,DEMILEIGH ,5,+1739Ê ,-2468Ê
4003,DHARMA ,5,Ê:Ê ,-806Ê
4003,DIANNE ,5,Ê:Ê ,Ê:Ê
4003,DILAN ,5,+47Ê ,-2751Ê
4003,DIONNE ,5,-1354Ê ,-3163Ê
4003,DOLLY-MAY ,5,-1543Ê ,Ê:Ê
4003,DONYA ,5,-843Ê ,+595Ê
4003,EDEE ,5,+47Ê ,Ê:Ê
4003,EDIE-MAY ,5,Ê:Ê ,Ê:Ê
4003,EDNA ,5,-1354Ê ,Ê:Ê
4003,EFRATA ,5,+736Ê ,Ê:Ê
4003,EIBHLIN ,5,-467Ê ,Ê:Ê
4003,EILAH ,5,Ê:Ê ,Ê:Ê
4003,EIRINI ,5,Ê:Ê ,Ê:Ê
4003,EIRLYS ,5,-1354Ê ,Ê:Ê
4003,EISHA ,5,Ê:Ê ,-2620Ê
4003,ELANUR ,5,-467Ê ,+595Ê
4003,ELEA ,5,+1739Ê ,Ê:Ê
4003,ELEEN ,5,-1116Ê ,Ê:Ê
4003,ELESHA ,5,Ê:Ê ,-278Ê
4003,ELISSE ,5,Ê:Ê ,-278Ê
4003,ELIVIA ,5,-843Ê ,+595Ê
4003,ELIYAH ,5,Ê:Ê ,-1201Ê
4003,ELIZA-RAE ,5,Ê:Ê ,Ê:Ê
4003,ELIZE ,5,-467Ê ,-2794Ê
4003,ELKE ,5,Ê:Ê ,-806Ê
4003,ELKIE ,5,+47Ê ,-2051Ê
4003,ELLA-JAYNE ,5,Ê:Ê ,Ê:Ê
4003,ELLAH ,5,+47Ê ,-806Ê
4003,ELLE-MAY ,5,Ê:Ê ,-2794Ê
4003,ELLIE-ANNE ,5,+736Ê ,+595Ê
4003,ELODY ,5,Ê:Ê ,Ê:Ê
4003,EMANUELLA ,5,Ê:Ê ,Ê:Ê
4003,EMELY ,5,Ê:Ê ,Ê:Ê
4003,EMESE ,5,Ê:Ê ,Ê:Ê
4003,EMILY-MAI ,5,+1739Ê ,Ê:Ê
4003,EMMA-LOUISE ,5,-1543Ê ,-2794Ê
4003,EMMA-ROSE ,5,-1354Ê ,-1201Ê
4003,EMMAN ,5,Ê:Ê ,Ê:Ê
4003,EMMIE-MAE ,5,Ê:Ê ,Ê:Ê
4003,EMMIE-ROSE ,5,-843Ê ,Ê:Ê
4003,ENAS ,5,Ê:Ê ,Ê:Ê
4003,ENFYS ,5,+47Ê ,+595Ê
4003,EOWYN ,5,-1354Ê ,-1725Ê
4003,ERA ,5,+47Ê ,-278Ê
4003,ERINN ,5,Ê:Ê ,-1891Ê
4003,ERYNN ,5,-467Ê ,+595Ê
4003,ESLEM ,5,+1739Ê ,Ê:Ê
4003,ESMERELDA ,5,-467Ê ,Ê:Ê
4003,ESTI ,5,Ê:Ê ,Ê:Ê
4003,ETANA ,5,-1116Ê ,Ê:Ê
4003,EVA-LILY ,5,-1941Ê ,Ê:Ê
4003,EVA-LOUISE ,5,+736Ê ,+595Ê
4003,EVA-RAE ,5,+736Ê ,Ê:Ê
4003,EVALINE ,5,+736Ê ,Ê:Ê
4003,EVANGELIA ,5,+736Ê ,-278Ê
4003,EVELEEN ,5,+736Ê ,Ê:Ê
4003,EVIE-BELLE ,5,Ê:Ê ,Ê:Ê
4003,EVIE-JANE ,5,+1739Ê ,Ê:Ê
4003,EVIE-JEAN ,5,+736Ê ,Ê:Ê
4003,FAATIMA ,5,+47Ê ,-278Ê
4003,FABIANA ,5,Ê:Ê ,Ê:Ê
4003,FARA ,5,Ê:Ê ,Ê:Ê
4003,FARHANA ,5,+47Ê ,-2468Ê
4003,FARIYA ,5,Ê:Ê ,+595Ê
4003,FARREN ,5,Ê:Ê ,-1473Ê
4003,FATEMAH ,5,+1739Ê ,+595Ê
4003,FATHIA ,5,+1739Ê ,+595Ê
4003,FATIMA-ZAHRA ,5,Ê:Ê ,Ê:Ê
4003,FATIMAH-ZAHRA ,5,+47Ê ,Ê:Ê
4003,FERNANDA ,5,Ê:Ê ,Ê:Ê
4003,FILZA ,5,-1543Ê ,Ê:Ê
4003,FRANCINE ,5,-1827Ê ,-1725Ê
4003,FRANKIE-LEA ,5,Ê:Ê ,Ê:Ê
4003,FRAYAH ,5,+736Ê ,Ê:Ê
4003,GELILA ,5,+736Ê ,Ê:Ê
4003,GEORGIA-MAI ,5,Ê:Ê ,+595Ê
4003,GEORGIA-MAY ,5,-843Ê ,Ê:Ê
4003,GINEVRA ,5,-1116Ê ,Ê:Ê
4003,GIZEM ,5,Ê:Ê ,-1725Ê
4003,GLORY ,5,-1354Ê ,-1473Ê
4003,GRACELYN ,5,-1116Ê ,Ê:Ê
4003,GRACIE-LOUISE ,5,Ê:Ê ,Ê:Ê
4003,GURKIRAT ,5,+1739Ê ,Ê:Ê
4003,HAALA ,5,Ê:Ê ,Ê:Ê
4003,HABEEBAH ,5,+47Ê ,-278Ê
4003,HADYA ,5,-1116Ê ,Ê:Ê
4003,HALO ,5,-843Ê ,+595Ê
4003,HAMIDAH ,5,+47Ê ,-278Ê
4003,HANAAN ,5,-843Ê ,+595Ê
4003,HANIN ,5,+736Ê ,-806Ê
4003,HANSIKA ,5,+47Ê ,Ê:Ê
4003,HARLEY-QUINN ,5,Ê:Ê ,Ê:Ê
4003,HARPER-LEIGH ,5,+736Ê ,Ê:Ê
4003,HARSHIKA ,5,Ê:Ê ,Ê:Ê
4003,HAVANNA ,5,Ê:Ê ,Ê:Ê
4003,HAZERA ,5,+47Ê ,-2051Ê
4003,HINDA ,5,+736Ê ,Ê:Ê
4003,HODAN ,5,-1543Ê ,-1891Ê
4003,HOLLIE-MAI ,5,-843Ê ,Ê:Ê
4003,HOLLY-ANN ,5,Ê:Ê ,Ê:Ê
4003,HOLLY-MAY ,5,Ê:Ê ,+595Ê
4003,HUMERA ,5,-1116Ê ,-2544Ê
4003,HUMNAH ,5,Ê:Ê ,Ê:Ê
4003,HUSNAA ,5,Ê:Ê ,-1473Ê
4003,IANTHE ,5,+47Ê ,Ê:Ê
4003,IJEOMA ,5,Ê:Ê ,+595Ê
4003,ILINCA ,5,+1739Ê ,Ê:Ê
4003,ILLIANA ,5,+1739Ê ,Ê:Ê
4003,ILSA ,5,+736Ê ,-1725Ê
4003,IMANE ,5,+736Ê ,-806Ê
4003,IMARA ,5,-467Ê ,-278Ê
4003,IMMIE ,5,+1739Ê ,Ê:Ê
4003,INDI-ROSE ,5,-1543Ê ,Ê:Ê
4003,INNAYAH ,5,-843Ê ,Ê:Ê
4003,ISABELLA-MAE ,5,+47Ê ,Ê:Ê
4003,ISABELLA-MAI ,5,+1739Ê ,Ê:Ê
4003,ISHRAT ,5,+736Ê ,-2386Ê
4003,IVY-BELLE ,5,Ê:Ê ,Ê:Ê
4003,IVY-LEIGH ,5,-843Ê ,Ê:Ê
4003,IVY-MARIE ,5,+736Ê ,Ê:Ê
4003,IYANNA ,5,+1739Ê ,Ê:Ê
4003,JAIYANA ,5,-1116Ê ,Ê:Ê
4003,JAMEELA ,5,-1116Ê ,-1201Ê
4003,JANANI ,5,+47Ê ,+595Ê
4003,JANINA ,5,+736Ê ,+595Ê
4003,JAYDAH ,5,+47Ê ,Ê:Ê
4003,JAZLYN ,5,+736Ê ,+595Ê
4003,JAZZMIN ,5,Ê:Ê ,+595Ê
4003,JENNI ,5,Ê:Ê ,-1473Ê
4003,JESSIE-LEIGH ,5,-843Ê ,Ê:Ê
4003,JESSIE-MAE ,5,-843Ê ,+595Ê
4003,JESSY ,5,-1827Ê ,Ê:Ê
4003,JHANVI ,5,Ê:Ê ,Ê:Ê
4003,JOOD ,5,+736Ê ,+595Ê
4003,JORGI ,5,+736Ê ,Ê:Ê
4003,JOSEFINA ,5,Ê:Ê ,Ê:Ê
4003,JOSIE-LEIGH ,5,+736Ê ,Ê:Ê
4003,JOURY ,5,+1739Ê ,Ê:Ê
4003,JOVIE ,5,-1116Ê ,Ê:Ê
4003,JUDYTA ,5,Ê:Ê ,Ê:Ê
4003,JUMANA ,5,-1941Ê ,-1473Ê
4003,JUWAYRIYA ,5,+736Ê ,Ê:Ê
4003,KACEY-LEIGH ,5,-2466Ê ,-1725Ê
4003,KAIDENCE ,5,+1739Ê ,+595Ê
4003,KAISHA ,5,-843Ê ,-1725Ê
4003,KAITLYN-ROSE ,5,+736Ê ,Ê:Ê
4003,KAIYAH ,5,-843Ê ,Ê:Ê
4003,KALSOOM ,5,+1739Ê ,+595Ê
4003,KAREEMA ,5,+1739Ê ,-1201Ê
4003,KARLEE ,5,+736Ê ,Ê:Ê
4003,KASSIDY ,5,-1690Ê ,-1891Ê
4003,KATHRINE ,5,Ê:Ê ,-806Ê
4003,KATLYN ,5,+1739Ê ,-2691Ê
4003,KATNISS ,5,Ê:Ê ,Ê:Ê
4003,KEAVEY ,5,Ê:Ê ,+595Ê
4003,KEELA ,5,-843Ê ,-1473Ê
4003,KELSEY-LEIGH ,5,Ê:Ê ,-806Ê
4003,KERYS ,5,-1116Ê ,-2794Ê
4003,KEYANNA ,5,Ê:Ê ,Ê:Ê
4003,KEYLA ,5,+736Ê ,Ê:Ê
4003,KHAYA ,5,Ê:Ê ,Ê:Ê
4003,KIARA-LEIGH ,5,+1739Ê ,Ê:Ê
4003,KIERA-MAE ,5,Ê:Ê ,Ê:Ê
4003,KIMIA ,5,+1739Ê ,Ê:Ê
4003,KIMRAN ,5,-1827Ê ,-2468Ê
4003,KIRAT ,5,+736Ê ,+595Ê
4003,KIRPA ,5,+1739Ê ,Ê:Ê
4003,KISHA ,5,Ê:Ê ,-806Ê
4003,KIT ,5,+1739Ê ,Ê:Ê
4003,KIYOMI ,5,+47Ê ,+595Ê
4003,KIZZY ,5,-1827Ê ,-2845Ê
4003,KODI ,5,+1739Ê ,-2751Ê
4003,KORNELIJA ,5,+736Ê ,Ê:Ê
4003,KRISTIN ,5,Ê:Ê ,-2288Ê
4003,KYANNA ,5,Ê:Ê ,-278Ê
4003,KYLA-MAI ,5,Ê:Ê ,Ê:Ê
4003,KYLA-RAE ,5,Ê:Ê ,Ê:Ê
4003,KYRA-MAI ,5,+1739Ê ,Ê:Ê
4003,KYRIA ,5,Ê:Ê ,Ê:Ê
4003,LACEY-JO ,5,-843Ê ,Ê:Ê
4003,LAIA ,5,Ê:Ê ,Ê:Ê
4003,LAINA ,5,-843Ê ,-806Ê
4003,LAIYA ,5,Ê:Ê ,Ê:Ê
4003,LANA-ROSE ,5,Ê:Ê ,Ê:Ê
4003,LANAE ,5,+1739Ê ,Ê:Ê
4003,LAREEN ,5,-843Ê ,Ê:Ê
4003,LAREN ,5,Ê:Ê ,Ê:Ê
4003,LATAYA ,5,-467Ê ,-1725Ê
4003,LAVA ,5,+1739Ê ,Ê:Ê
4003,LAVINA ,5,+47Ê ,-278Ê
4003,LAYAAN ,5,+1739Ê ,Ê:Ê
4003,LAYNA ,5,+1739Ê ,-278Ê
4003,LEALA ,5,+736Ê ,-278Ê
4003,LEANA ,5,+736Ê ,-278Ê
4003,LEELA-ROSE ,5,Ê:Ê ,Ê:Ê
4003,LEELAH ,5,Ê:Ê ,Ê:Ê
4003,LEILA-MAY ,5,Ê:Ê ,Ê:Ê
4003,LEISHA ,5,+1739Ê ,-1201Ê
4003,LEMA ,5,-467Ê ,-806Ê
4003,LENNA ,5,+47Ê ,Ê:Ê
4003,LEVAEH ,5,Ê:Ê ,Ê:Ê
4003,LEVANA ,5,+1739Ê ,-278Ê
4003,LEXI-JADE ,5,-1543Ê ,Ê:Ê
4003,LEXIE-ROSE ,5,-467Ê ,Ê:Ê
4003,LEYAN ,5,Ê:Ê ,+595Ê
4003,LI ,5,+736Ê ,+595Ê
4003,LIBBY-GRACE ,5,+736Ê ,Ê:Ê
4003,LILAH-GRACE ,5,Ê:Ê ,Ê:Ê
4003,LILAH-MAE ,5,Ê:Ê ,Ê:Ê
4003,LILIYA ,5,+47Ê ,+595Ê
4003,LILLEE ,5,Ê:Ê ,+595Ê
4003,LILLI-ANN ,5,Ê:Ê ,Ê:Ê
4003,LILLIE- ,5,Ê:Ê ,Ê:Ê
4003,LILLY-JO ,5,-467Ê ,Ê:Ê
4003,LILLYMAE ,5,+736Ê ,+595Ê
4003,LILLYROSE ,5,-467Ê ,+595Ê
4003,LILY-LOUISE ,5,+736Ê ,Ê:Ê
